,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_act,param_decay,param_dropout,param_epochs,param_l1,param_l2,param_lr,param_nl1,param_nl2,param_nl3,param_nn1,param_nn2,param_nn3,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
41,3.551502545674642,0.3448990740827085,0.1851801077524821,0.009345918204750196,relu,1e-06,0.1,3,0,0.001,0.01,0,0,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0.001, 'lr': 0.01, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-0.5182815356489945,-0.5548446069469836,-0.5727355901189387,-0.5486132276744895,0.02266177058024359,6
42,4.723818222681682,0.4975328950793955,0.251406987508138,0.038961730150867,relu,1e-06,0.1,3,0,0.001,0.01,0,1,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0.001, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-0.5694698354661791,-0.5758683729433273,-0.5864592863677951,-0.5772630295641573,0.00700517980010958,52
43,5.0712136427561445,0.08069276342748714,0.2884502410888672,0.08299204597836658,relu,1e-06,0.1,3,0,0.001,0.01,0,1,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0.001, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-0.6170018281535649,-0.5594149908592322,-0.5782250686184812,-0.584882657726303,0.023979517316235724,58
44,3.5354998111724854,0.22182168153158968,0.2721823851267497,0.021448633457536562,relu,1e-06,0.1,3,0,0.001,1e-05,0,0,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0.001, 'lr': 1e-05, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-0.9588665447897623,-2.012797074954296,-1.8755718206770358,-1.6156659555013715,0.4678988573308866,93
45,4.134930690129598,0.09907242729038246,0.24952944119771323,0.07195287220455772,relu,1e-06,0.1,3,0,0.001,1e-05,0,0,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0.001, 'lr': 1e-05, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-2.136197440585009,-1.5447897623400366,-1.1903019213174748,-1.623895153916489,0.3901630793109781,94
46,4.552045186360677,0.20641256405026212,0.23043537139892578,0.012399198835985673,relu,1e-06,0.1,3,0,0.001,1e-05,0,1,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0.001, 'lr': 1e-05, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-1.8994515539305301,-1.20018281535649,-0.6916742909423604,-1.2639439195367266,0.49509348024380656,76
47,4.888330618540446,0.29508189215485187,0.31713151931762695,0.06360433208177114,relu,1e-06,0.1,3,0,0.001,1e-05,0,1,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0, 'l2': 0.001, 'lr': 1e-05, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-0.6243144424131627,-2.6279707495429614,-1.717291857273559,-1.6565071624504724,0.8192411534129616,95
48,3.7357418537139893,0.17209437939228897,0.26377415657043457,0.0883060145035811,relu,1e-06,0.1,3,0.001,0,0.01,0,0,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0.001, 'l2': 0, 'lr': 0.01, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-0.5365630712979891,-0.5676416819012797,-0.585544373284538,-0.5632429137458093,0.020235595095981093,30
49,3.841238260269165,0.3388971910769625,0.284262736638387,0.06327120834685243,relu,1e-06,0.1,3,0.001,0,0.01,0,0,0,12,8,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0.001, 'l2': 0, 'lr': 0.01, 'nl1': 0, 'nl2': 0, 'nl3': 0, 'nn1': 12, 'nn2': 8, 'nn3': 10}",-0.5877513711151737,-0.5658135283363802,-0.5809698078682525,-0.5781773849436147,0.009172305452535062,53
50,4.736877044041951,0.1437764732438874,0.24308435122172037,0.032217596949914655,relu,1e-06,0.1,3,0.001,0,0.01,0,1,0,12,11,10,"{'act': 'relu', 'decay': 1e-06, 'dropout': 0.1, 'epochs': 3, 'l1': 0.001, 'l2': 0, 'lr': 0.01, 'nl1': 0, 'nl2': 1, 'nl3': 0, 'nn1': 12, 'nn2': 11, 'nn3': 10}",-0.5356489945155393,-0.5950639853747715,-0.585544373284538,-0.5720816824138982,0.026059074544930873,44
